# Multiple-choice questions
type,difficulty,question,answers,correctIndex,correctAnswerText
choice,easy,Vad kallas det när man vinner ett tennisset med 6-0?,Bagel | Donut | Noll | Shutout,0,Bagel
choice,hard,Vem är den enda spelaren att ha besegrat Rafael Nadal på Franska öppna två gånger?,Roger Federer | Novak Djokovic | Robin Söderling | Andy Murray,2,Robin Söderling
choice,hard,Vem var den första spelaren att vinna alla Grand Slam-turneringar i mixed dubbel under Open Era?,Martina Navratilova | Billie Jean King | Margaret Court | Chris Evert,2,Margaret Court
choice,hard,"Vem var den första spelaren att vinna en Golden Slam i tennis, vilket innebär att vinna alla fyra Grand Slams och OS-guld under samma kalenderår?",Serena Williams | Roger Federer | Steffi Graf | Martina Navratilova,2,Steffi Graf
choice,hard,"Vilken tennislegend har rekordet för det längsta vinstraden i tennisens historia, med 46 på varandra följande vinster under en enda säsong?",Martina Navratilova | Bjorn Borg | Steffi Graf | Guillermo Vilas,3,Guillermo Vilas
choice,hard,"Vem är den enda spelaren som någonsin har slagit alla de fyra stora, Roger Federer, Rafael Nadal, Novak Djokovic och Andy Murray, i samma turnering?",Stan Wawrinka | Juan Martin Del Potro | David Nalbandian | Marat Safin,2,David Nalbandian
choice,hard,"Vem var den första spelaren att vinna alla fyra Grand Slam-titlar på tre olika underlag (gräs, grus och hårt underlag)?",Andre Agassi | Roger Federer | Rafael Nadal | Novak Djokovic,0,Andre Agassi
choice,hard,Vem är den enda tennisspelaren som vunnit kalender Grand Slam två gånger i singel under den öppna eran?,Rod Laver | Roger Federer | Rafael Nadal | Novak Djokovic,0,Rod Laver
choice,hard,"Vem var den första spelaren att vinna alla fyra Grand Slam-titlar inom ett år i dubbel (man och mixed), men aldrig i singel?",Martina Navratilova | Serena Williams | Billie Jean King | Margaret Court,2,Billie Jean King
choice,hard,Vem var den första spelaren att vinna Golden Slam (alla fyra Grand Slam-turneringarna och OS guld i samma kalenderår)?,Steffi Graf | Serena Williams | Roger Federer | Rafael Nadal,0,Steffi Graf
choice,hard,"Vem var den första spelaren att uppnå en 'Golden Slam' i tennis, vilket innebär att vinna alla fyra Grand Slam-titlar och en olympisk guldmedalj under samma kalenderår?",Roger Federer | Steffi Graf | Serena Williams | Martina Navratilova,1,Steffi Graf
choice,hard,Vilken var den första turneringen som införde tiebreak för att avgöra utdragna set?,U.S. Open | Wimbledon | French Open | Australian Open,0,U.S. Open
choice,hard,"Vem var den första spelaren att vinna alla fyra Grand Slam-turneringarna på tre olika underlag (gräs, hardcourt och grus)?",Roger Federer | Andre Agassi | Rafael Nadal | Novak Djokovic,1,Andre Agassi
choice,hard,Vem är den yngsta spelaren att nå världsettan i herrsingel på ATP-rankingen?,Bjorn Borg | Rafael Nadal | Lleyton Hewitt | Roger Federer,2,Lleyton Hewitt
choice,hard,"Vem var den första spelaren (man eller kvinna) att vinna Grand Slam-titlar på alla tre underlag (gräs, grus och hardcourt) i samma kalenderår?",Bjorn Borg | Martina Navratilova | Rod Laver | Steffi Graf,3,Steffi Graf
choice,hard,Vem var den första spelaren att vinna en Grand Slam-titel utan att tappa ett enda set?,Björn Borg | Rod Laver | Don Budge | Frank Sedgman,2,Don Budge
choice,hard,"Vem var den första tennisspelaren att vinna Grand Slam-titlar på alla tre typer av domstolar (gräs, lera och hårda) inom samma kalenderår?",Rod Laver | Andre Agassi | Roger Federer | Rafael Nadal,3,Rafael Nadal
choice,expert,"Vem var den första spelaren att vinna 'Boxed Set' (alla Grand Slam-titlar i singel, dubbel och mixed)?",Martina Navratilova | Margaret Court | Doris Hart | Shirley Fry,2,Doris Hart
choice,expert,Vilket exakt datum spelades den första Wimbledon-finalen?,19 juli 1877 | 21 juli 1877 | 18 juli 1877 | 20 juli 1877,0,19 juli 1877
choice,expert,Vem var den första spelaren att vinna 'Super Slam' (alla Grand Slams plus OS och Tour Finals samma år)?,Steffi Graf | Novak Djokovic | Rafael Nadal | Serena Williams,0,Steffi Graf
choice,expert,Vilken spelare hade det ursprungliga rekordet för lägsta ranking som vunnit Grand Slam före wildcards?,Mark Edmondson | Andrés Gómez | Gaston Gaudio | Albert Costa,0,Mark Edmondson
choice,expert,Vem var den första spelaren att vinna över 100 miljoner dollar i samtliga tävlingar (inklusive exhibitions)?,Roger Federer | Rafael Nadal | Novak Djokovic | Andre Agassi,0,Roger Federer
choice,expert,Vilken exakt hastighet hade Sabine Lisickis rekordserve 2014?,"210,8 km/h | 211,0 km/h | 210,6 km/h | 210,9 km/h",0,"210,8 km/h"
choice,expert,Vem grundade företaget som tillverkade den första tennis-strängningsmaskinen?,Pierre Babolat | Walter Merkel | Henri Cochet | René Lacoste,0,Pierre Babolat
choice,expert,Vilken organisation etablerade det första World Computer Rankings 1973?,ATP | Commercial Union Assurance | Pepsi-Cola | Marlboro,0,ATP
choice,expert,Vem var den första spelaren att använda 'spaghetti strings' i professionell tennis?,Mike Fishbach | Georges Goven | Ilie Năstase | Werner Fischer,3,Werner Fischer
choice,expert,Vilket år vann Rod Laver sin andra Grand Slam?,1962 | 1965 | 1969 | 1971,2,1969
choice,expert,Vem var den första kvinnliga spelaren att vinna en Grand Slam-titel med en grafitskräddarsydd racket?,Martina Navratilova | Chris Evert | Billie Jean King | Virginia Wade,0,Martina Navratilova
choice,expert,Vilken organisation skapade de första officiella tennisreglerna 1874?,All England Club | Marylebone Cricket Club | Wimbledon Committee | Lawn Tennis Association,1,Marylebone Cricket Club
choice,expert,Vem var den första spelaren att tjäna över 1 miljon dollar på WCT-touren?,John McEnroe | Jimmy Connors | Björn Borg | Ivan Lendl,1,Jimmy Connors
choice,expert,Vilken exakt tid tog den kortaste Grand Slam-finalen i öppna eran?,30 minuter | 32 minuter | 34 minuter | 36 minuter,1,32 minuter
choice,expert,Vem var den första spelaren att vinna huvudtävlingen efter att ha gått igenom kvalificering på alla fyra Grand Slams?,Vladimir Voltchkov | Nicolas Escudé | Nicolas Lapentti | Alex Radulescu,1,Nicolas Escudé
choice,expert,Vilken organisation finansierade den första professionella tennistouren för damer 1970?,Virginia Slims | Philip Morris | Tobacco Sports | World Tennis Magazine,0,Virginia Slims
choice,expert,Vem var den första spelaren att använda Prince Graphite racketet 1980?,Pam Shriver | Gene Mayer | Jose Luis Clerc | Vitas Gerulaitis,3,Vitas Gerulaitis
choice,expert,Vilken exakt diameter har en tennisboll enligt ITF-reglerna?,"6,35-6,67 cm | 6,30-6,70 cm | 6,25-6,75 cm | 6,40-6,60 cm",0,"6,35-6,67 cm"
choice,expert,Vem var den första spelaren att vinna WCT Finals tre gånger i rad?,John McEnroe | Björn Borg | Jimmy Connors | Ivan Lendl,0,John McEnroe
choice,expert,Vilken organisation började med live-TV-sändningar av tennis 1979?,CBS Sports | NBC Sports | ABC Sports | ESPN,3,ESPN
choice,expert,Vem var den första spelaren att använda synthetiska strings professionellt?,Rod Laver | Ken Rosewall | John Alexander | Tony Roche,2,John Alexander
choice,expert,Vilken exakt yta täcker en tennisbana inklusive säkerhetszoner?,648 m² | 668 m² | 688 m² | 708 m²,0,648 m²
choice,expert,Vem grundade den första Independent Players Association 1972?,Arthur Ashe | Charlie Pasarell | Donald Dell | Jack Kramer,3,Jack Kramer
choice,expert,Vilken organisation introducerade det första Challenger-systemet 1978?,Men's International Professional Tennis Council | ATP | ITF | Grand Prix,1,ATP
choice,expert,Vem var den första spelaren att använda kevlar-strings?,Stefan Edberg | Michael Chang | Alberto Berasategui | Sergi Bruguera,2,Alberto Berasategui
choice,expert,Vilken exakt hastighet hade den snabbaste kvinnliga servicen före Lisicki?,209 km/h | 208 km/h | 207 km/h | 206 km/h,0,209 km/h
choice,expert,Vem var den första spelaren att vinna över 50 Challenger-titlar?,Guillermo Cañas | Tommy Robredo | Nicolas Mahut | Luigi Borfiga,3,Luigi Borfiga
choice,expert,Vilken organisation skapade det första computeriserade hawkeye-systemet?,Paul Hawkins | Roke Manor Research | IBM | Infosys,1,Roke Manor Research
choice,expert,Vem var den första spelaren att vinna över 100 ATP-titlar?,Ilie Năstase | Jimmy Connors | Björn Borg | John McEnroe,1,Jimmy Connors
choice,expert,Vilken exakt höjd hade det första tennis-nätet 1870 vid posterna?,"1,27 meter | 1,52 meter | 1,67 meter | 1,83 meter",0,"1,27 meter"
choice,expert,Vilken spelare var den första att använda en kombination av natural gut strings och polyester i sin racket?,Carlos Moyá | Gustavo Kuerten | Patrick Rafter | Lleyton Hewitt,1,Gustavo Kuerten
choice,expert,Vilken organisation finansierade det första Grand Prix-systemet 1970?,Pepsi-Cola | Commercial Union Assurance | Marlboro | Grand Prix Motors,2,Marlboro
choice,expert,Vem var den första spelaren att vinna Davis Cup för fem olika länder som kapten?,Neale Fraser | Harry Hopman | Niki Pilić | Ilie Năstase,2,Niki Pilić
choice,expert,Vilken är den maximala längden på en tennisracket enligt ITF:s regler?,68.5 cm | 70 cm | 72.5 cm | 75 cm,0,68.5 cm
choice,expert,Vilken av följande spelare var känd för att använda natural gut strings i sina racketar?,René Lacoste | Henri Cochet | Jean Borotra | Jacques Brugnon,0,René Lacoste
choice,expert,Vilken organisation etablerade det första officiella disciplinära systemet för tennis 1975?,Code of Conduct Committee | Men's International Tennis Council | Professional Tennis Integrity | ATP Disciplinary,1,Men's International Tennis Council
choice,expert,Vem var den första spelaren att vinna over 200 ATP-matcher på fem olika underlag?,Andre Agassi | Roger Federer | David Ferrer | Tommy Haas,1,Roger Federer
choice,expert,Vilken var den ungefärliga spänningen i standard tarmsträngar för tennisracketar på 1920-talet?,45-50 pund | 50-55 pund | 55-60 pund | 60-65 pund,2,55-60 pund
choice,expert,Vem var känd för att ha introducerat metallracket i tennis?,René Lacoste | Gottfried von Cramm | Fred Perry | Don Budge,0,René Lacoste
choice,expert,Vilken organisation skapade det första officiella ranking-systemet för juniorer 1977?,International Tennis Federation | Junior Tennis Foundation | World Junior Tennis | International Junior Rankings,0,International Tennis Federation
choice,expert,Vem var den första spelaren att vinna över 100 miljoner dollar enbart från prispengar?,Novak Djokovic | Roger Federer | Rafael Nadal | Andy Murray,0,Novak Djokovic
choice,expert,Vilken exakt yta täcker servicerutorna på en tennisbana tillsammans?,"105,344 m² | 115,344 m² | 125,344 m² | 135,344 m²",0,"105,344 m²"
choice,expert,Vem var den första spelaren att vinna Grand Slam i öppen era?,Rod Laver | Ken Rosewall | Lew Hoad | Tony Trabert,0,Rod Laver
choice,expert,Vilken organisation introducerade först Live Electronic Line Calling 2004?,US Open | Hawk-Eye Innovations | USTA | IBM,0,US Open
choice,expert,Vem var den första spelaren att vara världsetta i över 300 veckor totalt?,Jimmy Connors | Ivan Lendl | Pete Sampras | Roger Federer,3,Roger Federer
choice,expert,Vilken är den minsta tillåtna diametern på en tennisboll enligt ITF-standard?,"6,35 cm | 6,54 cm | 6,86 cm | 7,00 cm",1,"6,54 cm"
choice,expert,Vem var den första spelaren att systematiskt använda en serve-and-volley-strategi?,Bill Tilden | René Lacoste | Henri Cochet | Jean Borotra,0,Bill Tilden
choice,expert,Vilken organisation skapade det första miljarddollar-TV-kontraktet för tennis?,ESPN | NBC Sports | CBS Sports | ATP Media,3,ATP Media
choice,expert,Vem var den första spelaren att vinna över 1000 tiebreaks i karriären?,John McEnroe | Jimmy Connors | Ivan Lendl | Roger Federer,3,Roger Federer
choice,expert,Vilken är den exakta massan för en modern tennisboll enligt ITF-specifikationer?,"50,0-53,4 gram | 54,0-57,4 gram | 56,0-59,4 gram | 58,0-61,4 gram",2,"56,0-59,4 gram"
choice,expert,Vem var den första spelaren att designa sitt eget tennisracket från grunden?,René Lacoste | Bill Tilden | Fred Perry | Gottfried von Cramm,0,René Lacoste
choice,expert,"Vilken spelare var den förste att vinna ett Grand Slam med en strängning av naturtarm, framställt av en viss typ av getter från det etiopiska höglandet, ett material som senare blev känt som 'Championship String'?",Gerald Patterson | Reginald Doherty | Rene Lacoste | Norman Brookes,3,Norman Brookes
choice,expert,Vilket var det första året då en 'tiebreak' introducerades i Grand Slam-turneringar och vilken av de fyra stora turneringarna var det som implementerade den först?,"1970, Australian Open | 1971, US Open | 1972, Wimbledon | 1973, French Open",1,"1971, US Open"
choice,expert,Vem var det första föraren som introducerade istället för att den traditionella tennisracketen gjorde av catgut strängar använda nylon strängar i en Grand Slam turnering?,Pancho Segura | Jack Kramer | Bobby Riggs | Frank Sedgman,1,Jack Kramer
choice,expert,"Vilken kvinnlig tennisspelare var först med att använda en overhead smash i en officiell turnering, en teknik tidigare endast använd av manliga spelare, i Wimbledon 1884?",Charlotte Cooper Sterry | Lottie Dod | Blanche Bingley Hillyard | May Langrishe,1,Lottie Dod
choice,expert,"Vad var hjuldiametern (i tum) på det första patenterade 'lawn tennis' racketet, skapat av Major Walter Clopton Wingfield 1874?",8 tum | 9 tum | 10 tum | 11 tum,2,10 tum
choice,expert,"Vilken spelare drog tillbaka sin Wimbledon-vinst år 1881 på grund av att han vägrades inträde till VIP-området på klubben, vilket ledde till att hans seger tilldelades runner-up Frank Hadow?",William Marshall | Spencer Gore | William Renshaw | John Hartley,2,William Renshaw
choice,expert,"Vem vann det allra första singlesmästerskapet i tennis i Wimbledon 1877, och hur mycket vägde den racket han använde?","Spencer Gore, 300 gram | Spencer Gore, 400 gram | John Hartley, 350 gram | John Hartley, 275 gram",1,"Spencer Gore, 400 gram"
choice,expert,"Vilket år skedde den första dokumenterade spelomgången, med liknande regler som dagens tennis, på det nu historiska Worcestershire lawn tennis club och vilket var resultatet av den matchen?","1869, 15-40 | 1874, 15-30 | 1865, 40-15 | 1872, 30-15",1,"1874, 15-30"
choice,expert,"Vilken kvinnlig tennisspelare vann Wimbledon första gången det var tillåtet för kvinnor att delta, och vilket år var detta?","Maud Watson, 1884 | Blanche Bingley, 1886 | Charlotte Cooper, 1895 | Lottie Dod, 1887",0,"Maud Watson, 1884"
choice,expert,"Vem var den första kvinnliga tennisspelaren att bära en underkjol vid All England Lawn Tennis and Croquet Club innan den officiella klädkoden ändrades, och under vilket år hände detta?","Charlotte Cooper, 1895 | Lottie Dod, 1887 | Suzanne Lenglen, 1919 | Blanche Bingley, 1886",2,"Suzanne Lenglen, 1919"
choice,expert,"Vem var den första spelaren att vinna en 'Golden Slam' i rullstolstennis, och vilket år uppnåde de denna bedrift?","Esther Vergeer, 2007 | Monique Kalkman, 1992 | David Wagner, 2008 | Peter Norfolk, 2004",1,"Monique Kalkman, 1992"
choice,expert,"Vad var det första landet utanför Storbritannien som höll en gräsmästerskapsturnering, och när hölls turneringen?","USA, 1881 | Australien, 1905 | Frankrike, 1891 | Tyskland, 1892",2,"Frankrike, 1891"
choice,expert,Vilken Women's Tennis Association (WTA) spelare har rekordet för flest segrar över spelare rankade i topp 10 i en enda säsong och hur många segrar var det?,Steffi Graf med 17 segrar 1988 | Monica Seles med 20 segrar 1991 | Martina Navratilova med 18 segrar 1982 | Chris Evert med 22 segrar 1974,2,Martina Navratilova med 18 segrar 1982
choice,expert,Vilket år infördes tie-break i US Open och vem var den första spelaren att vinna ett set med denna metod?,"1970, Bob Hewitt | 1971, Dick Stockton | 1972, Adriano Panatta | 1970, Roger Taylor",1,"1971, Dick Stockton"
choice,expert,"Vilken tennisturnering var den första att införa 'tiebreak' för att avgöra setet vid ställningen 6-6, och vilket år var det?","US Open, 1970 | Wimbledon, 1965 | Australian Open, 1973 | Roland-Garros, 1968",0,"US Open, 1970"
choice,expert,"Vilken tennisspelare slog rekordet för längsta segersvit på gräs mellan 1952 och 1955, och förlorade sedan i en överraskande kamp mot en frusen spelare på Australiska Mästerskapen 1956?",Vic Seixas | Ken Rosewall | Tony Trabert | Lew Hoad,3,Lew Hoad
choice,expert,Vilken mindre känd tennisspelare har rekordet för flest antal framgångsrika raka servar i en officiell ATP-match utan att förlora ett enda poäng på sin serve?,Kris Goossens | Bill Scanlon | Guillermo Vilas | Mats Wilander,1,Bill Scanlon
choice,expert,"Vilken spelare vann den första damdubbeln i Wimbledon som ägde rum år 1913, samtidigt som hon deltog i den första mixade dubbeln i Wimbledon samma år?",Dorothea Lambert Chambers | Ethel Larcombe | Winifred McNair | Agnes Morton,1,Ethel Larcombe
choice,expert,Vilken osannolik händelse inträffade under det legendariska 49-rundors matchen mellan Isner och Mahut vid Wimbledonturneringen 2010 som nästan ingen känner till?,En åskstorm avbröt matchen i tre timmar | Båda spelarna kollapsade samtidigt på grund av värmeslag | En bollkille svimmade av utmattning | En boll som slog igenom en ny racketsträng,3,En boll som slog igenom en ny racketsträng
choice,expert,"Vilken spelare revolutionerade tennis genom att först använda en tvåhandsbackhand i en Grand Slam-turnering, och under vilket år?","Vivian McGrath, 1933 | Don Budge, 1934 | Jack Crawford, 1935 | Fred Perry, 1936",0,"Vivian McGrath, 1933"
choice,expert,Vilket år användes för första gången en tennisboll fylld med tryckluft i en Grand Slam-turnering och vilken turnering var det?,"1877, Wimbledon | 1927, US Open | 1902, French Open | 1915, Australian Open",1,"1927, US Open"
choice,expert,Vilken damspelare vann den sista Grand Slam-turneringen där man spelade på gräset vid de franska öppna mästerskapen 1924?,Suzanne Lenglen | Helen Wills | Kitty McKane Godfree | Dorothea Douglass Lambert Chambers,2,Kitty McKane Godfree
choice,expert,"Vilket var det första året som The Championships, Wimbledon tillät användningen av gula bollar under turneringen?",1972 | 1986 | 1988 | 1982,3,1982
choice,expert,"Vilket år introducerade London Metropolitan Police Tennis Tournament för första gången en spelregel där man skulle serva diagonalt över nätet, och vilket mer känd spelare förlorade sin första match på grund av denna regeländring?","1874, John Hartley | 1875, Frank Hadow | 1877, William Marshall | 1878, Spencer Gore",2,"1877, William Marshall"
choice,expert,"Vilken unik teknisk innovation, som introducerades av Major Walter C. Wingfield 1874, gav fortfarande betydande påverkan på racketdesign ända fram till introduktionen av laminering på 1940-talet?",Användandet av redgum för racketramen | Induktionshärdning av racketstriktare | Mesh-wire för strängar | Användandet av asymmetriska racketramar,1,Induktionshärdning av racketstriktare
choice,expert,Vilket år användes den första tennisbollen i äkta gummiformel vid Wimbledon Herrar Singel turneringen och vem var spelaren?,"1875, John Hartley | 1859, Spencer Gore | 1902, Arthur Gore | 1889, William Renshaw",2,"1902, Arthur Gore"
choice,expert,"Vilket år infördes officiellt tiebreak som standard i alla set i Wimbledon-turneringen, med undantag av det avgörande setet, och vilket var det första året som inget av herrsingelmatcherna avgjordes med tiebreak i det avgörande setet?",1971 och 2001 | 1973 och 1991 | 1979 och 2003 | 1971 och 1991,1,1973 och 1991
choice,expert,"Vem var den första kvinna att vinna en Grand Slam-titel med hjälp av en strängad racket av naturlig tarm och trä, tagandes den tekniska utvecklingen fram till internationellt spel under de tidiga åren av tennis?",Maud Watson | Alice Marble | Lottie Dod | Helen Wills Moody,0,Maud Watson
choice,expert,Vem var den östindiska spelaren som överraskande vann Wimbledon Gentlemen's Doubles titeln 1929 med en racket strängad med korvskinn?,Mohammad Saleem | Kamesh Patel | Lakshit Sood | Jehangir Khan,3,Jehangir Khan
choice,expert,"Vilken mindre känd tennisspelare anses ha varit den första att genomföra 'the corkscrew serve', en särskild servteknik karaktäriserad av dess unika snurr, under tidiga 1900-talet i Grand Slam-sammanhang?",William Larned | Reginald Doherty | Maurice McLoughlin | Norman Brookes,2,Maurice McLoughlin
choice,expert,"Vilken tennisspelare, född i slutet av 1800-talet, höll sig kvar i elitnivå trots att hon inte använde den traditionella backhandgreppet utan istället slog backhand med enhandiga slag?",Lottie Dod | May Sutton Bundy | Dorothea Douglass Lambert Chambers | Blanche Bingley Hillyard,1,May Sutton Bundy
choice,expert,"Under vilken obskyr tennisturnering år 1915 först infördes tiebreak som metoden att avgöra ett set vid lika ställning, vilket var ett stort avsteg från de traditionella reglerna?",Michigan State Closed | Bronx Open | The Staten Island Championships | The Van Alen Streamlined Scoring System,3,The Van Alen Streamlined Scoring System
choice,expert,Vem var den första tennisatleten att använda en racket strängad med kattungar i Wimbledon-turneringen 1885 och vilken var hans placering i turneringen det året?,"George Hillyard, utslagen i fjärde rundan | William Renshaw, vinst | Earnest Renshaw, utslagen i andra rundan | Spencer Gore, utslagen i semifinalen",0,"George Hillyard, utslagen i fjärde rundan"
choice,expert,"Vilken är den exakta längd, i millimeter, på tennisracketen som Henri Leconte använde under sin semi-finalmatch i Roland-Garros 1988?",686mm | 707mm | 690mm | 700mm,2,690mm
choice,expert,"Vilket år inträffade den första turneringen där tiebreak användes för att avgöra resultatet i alla set, och inte bara det avgörande setet?",1973 | 1971 | 1975 | 1979,0,1973
choice,expert,Vilken historisk händelse ledde till introduktionen av tiebreak i det fjärde setet i Davis Cup 1970?,En match sträckte sig över två dagar | En spelare kollapsade från utmattning | En match sträckte sig över fem timmar | En serie av oavgjorda set ledde till publikens missnöje,0,En match sträckte sig över två dagar
choice,expert,"Vem var spelaren som, under 1920-talet, introducerade den första kända westerngreppet, en teknik som revolutionerade spelsättet i tennis?",Bill Tilden | Maurice McLoughlin | Richard 'Dick' Norris Williams II | Francis Hunter,2,Richard 'Dick' Norris Williams II
choice,expert,"Vem var den första spelaren som använde spinn-effekten (sidespin) i tennis, känd som 'screw shot', och vilket år var detta?","Adams Wills, 1907 | Norman Brookes, 1907 | Violet Pinckney, 1883 | Frank Hadow, 1877",3,"Frank Hadow, 1877"
choice,expert,"Vilket år blev regeln om att bollen måste hållas i vila i handen innan servering införd i tennis, och vilken var den huvudsakliga anledningen till förändringen?","1894, för att minska variationen i servtyper | 1924, för att motverka 'chopping' serve | 1908, för att förhindra 'trick' servar | 1912, för att standardisera serveregler",1,"1924, för att motverka 'chopping' serve"
choice,expert,Vilken spelare har den mest ovanliga rekorden med ett win-loss förhållande på 0-31 i singelmatcher på ATP-touren?,Vincent Spadea | Robert Dee | Steve Darcis | Donald Young,1,Robert Dee
choice,expert,"I vilken exakt turnering och vilket år uppnådde den amerikanska tennisspelaren Vivian Woodward, mest känd för sin framstående fotbollskarriär i England, sin enskilda mest framstående prestation inom tennis?",US Open 1902 | Wimbledon 1901 | Australiska Mästerskapen 1900 | Åbo Lawn Tennis Klubb Championship 1903,3,Åbo Lawn Tennis Klubb Championship 1903
choice,expert,Vilken var den första amerikanska kvinnan som vann Wimbledon singeltiteln i tennis före början av den öppna eran i 1968?,Helen Wills Moody | May Sutton Bundy | Dorothy Cheney | Molla Bjurstedt Mallory,1,May Sutton Bundy
choice,expert,Vilket är namnet på den brittiska tennisspelare som var känd för sitt ovanliga grepp som involverade att hålla racketen som ett korsat svärd och var bland de första att införa det tvåhänta backhandslaget i början av 1900-talet?,Fred Perry | Kitty McKane Godfree | Francis Gordon Lowe | May Langrishe,1,Kitty McKane Godfree
choice,expert,Vad var den första tennisbollens vikt enligt de formella reglerna skrivna av Major Walter Clopton Wingfield 1874?,55-60 gram | 50-55 gram | 45-50 gram | 60-65 gram,2,45-50 gram
choice,expert,"Vilken tennisspelare vann en singeltitel i Wimbledon 1908, efter att ha lagt om sin teknik för att tillåta mer kraft i grundslagen, och introducede denna nya tennisracket med triangulär huvudform, vilket senare blev förbjudet av International Lawn Tennis Federation för att det ansågs ge en orättvis fördel?",Major Ritchie | Anthony Wilding | Arthur Gore | Reggie Doherty,2,Arthur Gore
choice,expert,"Vilken spelare vann U.S. Open 1908, trots att matchen spelades på hans motståndares privatägda bana, och när därmed den första 'Hemmabane-finalen' i tennisens historia?",William Larned | Robert LeRoy | Beals Wright | Fred Alexander,0,William Larned
choice,expert,"Vilken tennisspelare, aktiv under tidigt 1900-tal, var först med att vinna grand slam-titlar på alla tre underlagsvarianterna (gräs, grus och hardcourt) som användes vid den tiden, och vilket år hände detta?","Bill Tilden, 1933 | Jean Borotra, 1928 | Fred Perry, 1935 | Rene Lacoste, 1927",1,"Jean Borotra, 1928"
choice,expert,"Vilket år infördes tiebreak i US Open, vilket gjorde det till den första Grand Slam-turneringen att använda denna regel?",1970 | 1975 | 1971 | 1968,2,1971
choice,expert,Vilket år infördes 'tiebreak' för att ersätta den traditionella regeln att en set måste vinnas med två game och vem var den huvudsakliga förespråkaren för denna regeländring?,"1971, James Van Alen | 1965, John Newcombe | 1973, Billie Jean King | 1967, Rod Laver",0,"1971, James Van Alen"


# Tiebreaker questions
type,difficulty,question,answer,tolerance,hint
tiebreaker,easy,Vilket år föddes Roger Federer?,1981,2,Tidigt 80-tal
tiebreaker,easy,Hur många Grand Slam-titlar har Björn Borg vunnit totalt?,11,1,Mellan 10-12
tiebreaker,easy,Vilket år vann Stefan Edberg sin första Wimbledon-titel?,1988,,
tiebreaker,easy,Hur många veckor var Pete Sampras nummer 1 i världen totalt?,286,0,
tiebreaker,easy,Vilket år startade Davis Cup?,1900,5,Runt sekelskiftet 1900
tiebreaker,easy,Hur många gånger har Sverige vunnit Davis Cup?,7,0,
tiebreaker,easy,Vilket år föddes Serena Williams?,1981,2,Tidigt 80-tal
tiebreaker,easy,Hur många matcher i rad vann Novak Djokovic 2011?,43,0,
tiebreaker,easy,Vilket år infördes tie-break i tennis?,1970,3,Runt 1970
tiebreaker,easy,Hur många ace slog John Isner i den längsta tennismatchen någonsin?,112,10,
tiebreaker,medium,Vilket år vann Mats Wilander sitt första French Open?,1982,0,
tiebreaker,medium,Hur många poäng kan man maximalt få för att vinna en Challenger-turnering?,125,0,
tiebreaker,medium,Vilket år introducerades Hawk-Eye officiellt i tennis?,2006,2,Mitten av 2000-talet
tiebreaker,medium,Hur många km/h var Andy Roddicks snabbaste serve?,263,5,
tiebreaker,medium,Vilket år vann Robin Söderling sin första ATP-titel?,2008,0,
tiebreaker,medium,Hur många ATP-titlar vann Thomas Johansson totalt?,9,1,Mellan 8-10
tiebreaker,medium,Vilket år började Magnus Norman sin proffskarriär?,1995,2,
tiebreaker,medium,Hur många veckor var Ivan Lendl nummer 1 i världen?,270,10,Mellan 260-280
tiebreaker,medium,Vilket år vann Steffi Graf Golden Slam?,1988,,
tiebreaker,medium,Hur många ATP-titlar har Lleyton Hewitt vunnit?,30,2,Runt 30
tiebreaker,hard,Vilket år vann Ken Rosewall sin sista Grand Slam-titel?,1972,2,Tidigt 70-tal
tiebreaker,hard,Hur många dubbeltitlar vann Jonas Björkman totalt i Grand Slam?,9,1,Mellan 8-10
tiebreaker,hard,Vilket år rankades Thomas Muster som nummer 1 första gången?,1996,1,Mitten av 90-talet
tiebreaker,hard,Hur många game vann Vicki Nelson mot Jean Hepner i deras 6 timmar långa match 1984?,29,2,
tiebreaker,hard,Vilket år vann Yannick Noah French Open?,1983,0,
tiebreaker,hard,Hur många titlar vann Jimmy Connors totalt i sin karriär?,109,3,Mellan 105-112
tiebreaker,hard,Vilket år spelade Arthur Ashe sin sista professionella match?,1980,2,Runt 1980
tiebreaker,hard,Vilket år vann Michael Chang sin enda Grand Slam-titel i singel?,1989,0,
tiebreaker,hard,Vilket år vann Boris Becker Wimbledon som 17-åring?,1985,0,
tiebreaker,hard,Vilket år blev Marcelo Ríos rankad som nummer 1 i världen?,1998,0,
tiebreaker,hard,"Hur många matcher i rad vann Martina Navratilova under 1974-1975, som fortfarande är kvinnornas rekord i singelmatcher?",74,1,
tiebreaker,hard,Under vilket år vann Roger Federer sin 20:e Grand Slam-titel?,2018,0,
tiebreaker,hard,Hur många titlar vann tennislegenden Jimmy Connors i singelspel under sin professionella karriär?,109,0,
tiebreaker,hard,Hur många Grand Slam-titlar vann Martina Navratilova under sin professionella tenniskarriär?,18,0,
tiebreaker,hard,Hur många Grand Slam-titlar vann den schweiziska tennisspelaren Roger Federer mellan åren 2000 och 2020?,20,0,
tiebreaker,hard,Hur många Grand Slam-titlar vann tennislegenden Martina Navratilova under sin karriär?,18,0,
tiebreaker,hard,Hur många singeltitlar vann den berömda tennisstjärnan Martina Navratilova under hela sin karriär?,167,1,
tiebreaker,hard,Hur många professionella matcher spelade den legendariska tennisspelaren Martina Navratilova under hela sin karriär?,1661,10,
